guid,id,map,x,y,z,o,zone_id,area_id
14655,2559,0,-1482.240,-2585.730,63.594,0.867,45,45
14656,2566,0,-1879.210,-2852.160,64.061,3.470,45,316
14657,2762,0,-1413.110,-2684.880,51.427,6.032,45,336
14658,2572,0,-1044.190,-3840.400,147.458,5.355,45,318
14659,2566,0,-1904.570,-2830.040,66.096,3.469,45,316
14660,2566,0,-1882.690,-2790.810,66.475,2.258,45,316
14661,2566,0,-1848.960,-2748.080,52.400,4.040,45,45
14662,2566,0,-1908.870,-2735.490,65.603,1.508,45,316
14663,2566,0,-1877.380,-2722.490,56.183,5.102,45,316
14664,2567,0,-1947.700,-2753.070,76.812,5.271,45,316
14665,2567,0,-2001.000,-2716.590,81.062,1.439,45,316
14666,2566,0,-2048.780,-2688.570,79.104,5.548,45,316
14667,2566,0,-2018.830,-2649.620,80.782,3.454,45,45
14668,2559,0,-1059.220,-3352.790,46.939,6.254,45,45
14669,2559,0,-1105.910,-3240.220,36.768,0.884,45,45
14670,2566,0,-1970.810,-2696.380,80.312,2.720,45,316
14671,2559,0,-1147.510,-3298.860,42.171,1.302,45,45
14672,2567,0,-1915.550,-2682.250,68.367,5.480,45,316
14673,2566,0,-1945.530,-2652.670,80.508,5.549,45,45
14674,2561,0,-1792.300,-2652.750,51.265,3.492,45,45
14675,2559,0,-1086.660,-3215.080,43.651,3.247,45,45
14676,2620,0,-1132.520,-3163.760,45.703,0.998,45,45
14677,2559,0,-1147.280,-3084.020,41.011,4.798,45,45
14678,2559,0,-1151.990,-3221.700,32.590,2.459,45,45
14679,2559,0,-1084.900,-1719.080,39.816,2.419,45,45
14680,2561,0,-1753.440,-2680.200,40.515,0.094,45,45
14681,2559,0,-1115.400,-3184.860,45.968,4.785,45,45
14682,2559,0,-1146.650,-3149.910,44.358,5.686,45,45
14683,2572,0,-1090.650,-3675.360,71.529,2.154,45,318
14684,2559,0,-1117.550,-3050.620,41.837,1.315,45,45
14685,2561,0,-1784.040,-2777.990,53.146,1.577,45,45
14686,2561,0,-1783.300,-2705.520,49.821,1.116,45,45
14687,2559,0,-880.177,-3613.460,76.978,1.245,45,321
14688,2559,0,-1147.310,-3055.670,38.754,4.787,45,45
14689,2572,0,-1152.850,-3610.920,41.563,2.304,45,321
14690,2572,0,-1017.960,-3684.890,86.025,4.418,45,318
14691,2561,0,-1752.370,-2850.710,44.966,2.869,45,45
14692,2572,0,-1039.770,-3694.410,88.125,1.169,45,318
14693,2561,0,-1760.500,-2801.480,48.311,2.287,45,45
14694,2561,0,-1768.610,-2748.840,48.811,3.273,45,45
14695,2572,0,-958.466,-3705.810,92.108,4.068,45,318
14696,2559,0,-1120.290,-2980.800,42.000,1.914,45,315
14697,2561,0,-1683.360,-2749.530,47.235,4.718,45,45
14698,2561,0,-1684.600,-2811.870,39.643,2.757,45,45
14699,2559,0,-1179.600,-3048.140,40.597,0.244,45,45
14700,2559,0,-1181.460,-2981.050,48.941,0.578,45,45
14701,2572,0,-988.764,-3657.440,79.151,0.293,45,321
14702,2559,0,-1216.980,-3012.950,45.809,1.577,45,45
14703,2559,0,-1249.010,-3116.920,42.619,4.436,45,45
14704,441,0,-9644.540,-2351.720,68.774,3.021,44,1001
14705,2559,0,-1219.160,-3083.640,39.236,3.766,45,45
14706,2572,0,-927.195,-3727.740,94.390,0.158,45,318
14707,2559,0,-1216.280,-3144.880,41.368,0.950,45,45
14708,2565,0,-1716.270,-2793.390,48.211,4.671,45,45
14709,2559,0,-1246.760,-3180.180,42.181,0.868,45,45
14710,2572,0,-988.332,-3718.310,93.446,4.747,45,318
14711,2563,0,-1250.940,-3048.490,38.087,3.970,45,45
14712,2561,0,-1823.330,-2668.380,55.185,4.264,45,45
14713,2559,0,-1252.480,-2914.470,39.633,3.202,45,45
14714,2559,0,-1312.480,-2851.170,52.846,0.029,45,45
14715,2563,0,-1217.100,-2948.590,43.519,1.579,45,45
14716,2559,0,-1286.130,-2883.840,49.390,3.308,45,45
14717,2565,0,-1620.680,-2916.090,32.433,3.378,45,314
14718,2560,0,-1516.830,-2813.330,39.461,2.791,45,45
14719,2579,0,-1669.334,-2908.491,35.843,5.829,45,45
14720,2565,0,-1683.360,-2983.130,36.516,6.258,45,314
14721,2565,0,-1713.440,-3018.490,30.665,4.589,45,317
14722,2565,0,-1745.900,-3051.290,27.588,0.090,45,317
14723,2565,0,-1714.320,-3078.840,25.184,1.612,45,317
14724,2554,0,-1777.890,-3131.810,40.726,1.777,45,317
14725,2556,0,-1889.480,-3118.350,63.207,2.423,45,317
14726,2554,0,-1881.600,-3084.640,60.783,0.363,45,317
14727,2554,0,-1848.770,-3086.990,54.865,5.139,45,317
14728,2555,0,-1865.190,-3065.530,57.938,5.772,45,317
14729,2554,0,-1863.770,-3084.920,57.605,3.407,45,317
14732,2554,0,-1873.720,-3043.090,60.256,5.698,45,317
14733,2554,0,-1853.730,-3069.630,59.980,3.936,45,317
14734,2554,0,-1881.190,-3152.550,61.229,5.040,45,317
14735,2556,0,-1852.680,-3024.190,60.489,4.829,45,317
14736,2556,0,-1816.890,-3281.700,27.167,6.278,45,317
14737,2555,0,-1854.990,-3185.950,51.416,1.834,45,317
14738,2556,0,-1852.730,-3152.880,51.214,3.723,45,317
14739,2565,0,-1682.050,-3043.810,26.681,0.734,45,314
16472,15350,1,1026.330,-2110.510,123.100,5.498,17,1599
14741,2760,0,-919.272,-1751.730,47.802,0.536,45,334
14742,2571,0,-1757.130,-1558.480,57.059,5.061,45,324
14743,2560,0,-1748.730,-2984.090,36.235,4.946,45,317
14744,2561,0,-1666.140,-2672.470,41.776,2.589,45,45
14745,2559,0,-1016.760,-1764.540,47.810,3.643,45,45
14746,2760,0,-898.133,-1766.280,45.030,3.020,45,334
14747,2563,0,-1588.780,-2597.440,42.977,6.255,45,45
14748,2559,0,-982.226,-1718.530,40.266,1.619,45,45
14749,2760,0,-865.859,-1744.280,45.562,0.180,45,334
14750,2563,0,-1680.640,-2510.140,55.892,0.312,45,45
14751,2563,0,-1682.050,-2418.460,70.363,0.842,45,45
14752,2560,0,-1516.910,-1985.900,41.609,4.224,45,335
14753,2560,0,-1479.680,-1949.110,53.505,4.084,45,324
14754,4075,0,-1500.980,-1804.970,68.090,3.264,45,324
14755,4075,0,-1588.020,-1749.340,66.850,2.266,45,324
14756,4075,0,-1551.560,-1811.100,67.955,2.887,45,324
14757,2583,0,-1581.410,-1693.470,66.065,0.133,45,324
14758,2563,0,-1260.600,-3425.630,36.809,0.565,45,45
14759,2585,0,-1543.370,-1863.060,67.359,3.763,45,324
14760,2559,0,-1121.310,-3333.730,46.092,6.060,45,45
180839,1514,0,-13839.906,14.954,17.367,0.153,33,1737
14762,2587,0,-811.636,-1999.460,34.035,4.088,45,313
14763,2589,0,-803.064,-1981.050,34.035,2.894,45,313
14764,2589,0,-835.366,-2076.210,34.334,0.896,45,313
14765,2587,0,-796.255,-2069.110,33.846,6.271,45,313
14766,2589,0,-854.120,-2002.110,34.765,5.040,45,313
14767,2589,0,-775.245,-2035.730,34.174,3.647,45,313
14768,2587,0,-777.069,-2020.990,34.442,3.137,45,313
14769,2586,0,-781.302,-2116.040,38.184,6.073,45,313
14770,2589,0,-755.565,-2031.310,34.064,4.520,45,313
14771,2586,0,-769.643,-2087.320,34.306,1.920,45,313
14772,2714,0,-1609.970,-2755.760,37.394,1.457,45,45
14773,2721,0,-1610.320,-2758.760,37.252,1.460,45,45
14774,2721,0,-1613.640,-2761.400,37.252,1.458,45,45
14775,2721,0,-1611.000,-2764.720,36.877,1.457,45,45
14776,2721,0,-1607.680,-2762.080,37.127,1.458,45,45
14777,2618,0,-1477.120,-3037.430,12.421,4.591,45,314
14778,2619,0,-1480.270,-3059.950,13.046,6.013,45,314
14779,2778,0,-2054.780,-2040.690,19.639,2.932,45,327
14780,6777,0,7.324,-1623.330,189.580,3.037,36,3486
14781,7325,0,-18.186,-1568.210,194.976,1.431,36,3486
14782,6766,0,65.319,-1497.150,174.148,4.899,36,3486
14783,6766,0,-28.808,-1404.960,170.132,3.108,267,267
14784,6766,0,42.371,-1512.080,173.930,3.169,36,3486
14785,6779,0,14.525,-1628.050,189.581,2.810,36,3486
14786,6707,0,0.704,-1581.180,203.877,1.571,36,3486
14787,6771,0,4.323,-1592.500,204.003,3.997,36,3486
14788,6766,0,14.867,-1604.130,195.502,0.803,36,3486
14789,6768,0,27.611,-1625.330,204.003,3.124,36,3486
14790,7075,0,-1251.870,571.952,30.232,1.819,267,896
14791,7071,0,-1319.100,457.083,37.618,3.910,267,896
14792,7075,0,-1321.620,519.507,99.287,3.254,267,896
14793,7070,0,-1326.720,546.228,100.942,5.603,267,896
14794,7069,0,-1379.810,632.899,51.510,0.827,267,896
14795,7075,0,-1353.380,543.865,101.984,3.770,267,896
14796,7072,0,-1345.560,575.438,103.609,5.323,267,896
14797,7068,0,-1262.560,479.974,10.514,5.062,267,896
14799,2370,0,-1325.800,-877.878,-9.631,1.902,267,294
14800,2405,0,-188.843,-907.371,55.868,0.698,267,272
14801,3536,0,-429.726,-1497.850,88.267,0.192,267,275
14802,620,0,-506.071,-1459.120,51.050,5.323,267,275
14803,5405,0,-779.294,-610.004,15.235,2.339,267,271
14804,12375,0,-779.103,-600.730,15.235,5.498,267,271
14805,12376,0,-786.315,-607.030,15.235,5.463,267,271
14806,14561,0,-781.823,-611.991,15.235,2.251,267,271
14807,14560,0,-774.887,-606.126,15.235,2.304,267,271
14808,14559,0,-777.081,-608.085,15.235,2.321,267,271
14809,16090,0,-1389.690,-1106.360,39.022,2.374,267,290
14810,13936,0,19.336,-1449.730,176.424,3.275,267,267
14811,6766,0,30.707,-1585.190,193.232,1.641,36,3486
14812,6771,0,-4.400,-1596.070,195.070,5.061,36,3486
14813,6771,0,3.244,-1595.770,195.070,4.451,36,3486
14814,11776,0,14.924,-1629.470,189.498,4.933,36,3486
14815,6766,0,23.301,-1612.920,195.502,0.873,36,3486
14816,6766,0,18.247,-1583.380,194.370,1.553,36,3486
14817,6771,0,26.954,-1622.120,204.003,3.473,36,3486
14818,7323,0,23.769,-1622.140,197.632,4.677,36,3486
14819,6771,0,-4.055,-1592.450,204.003,5.271,36,3486
14820,7070,0,-1315.180,512.496,99.912,1.419,267,896
14821,7075,0,-1412.100,548.535,80.640,4.189,267,896
14822,7070,0,-1367.220,648.284,50.300,3.805,267,896
14823,7072,0,-1390.780,616.502,54.385,0.978,267,896
14824,7069,0,-1307.520,637.362,47.877,2.007,267,896
14825,7075,0,-1393.760,619.646,53.635,5.052,267,896
14826,2368,0,-1351.940,-981.076,-4.386,2.545,267,294
14827,6771,0,26.987,-1628.550,204.003,2.758,36,3486
14828,6766,0,121.930,-1524.030,168.466,3.393,36,3486
14829,7324,0,10.641,-1562.820,189.280,1.571,36,3486
14830,8309,0,-40.438,-1584.870,194.543,0.698,36,3486
14831,13085,0,-0.489,-1594.800,195.070,4.643,36,3486
14832,6766,0,-27.660,-1421.120,174.007,2.679,267,267
14833,7072,0,-1312.720,566.287,106.176,2.461,267,896
14834,7075,0,-1349.320,597.778,103.529,0.547,267,896
14835,7071,0,-1233.070,560.679,33.569,0.873,267,896
14836,7070,0,-1317.120,531.126,99.740,3.613,267,896
14837,7069,0,-1256.240,553.844,27.470,4.556,267,896
14838,7071,0,-1265.330,476.390,10.609,5.777,267,896
14839,7069,0,-1246.710,566.755,28.548,3.840,267,896
14840,7075,0,-1326.600,639.302,50.537,2.274,267,896
14841,2405,0,-182.133,-902.327,55.856,2.810,267,272
14842,7071,0,-1377.690,644.300,50.787,2.531,267,896
14843,2349,0,-751.546,315.025,49.650,3.129,267,285
14844,2356,0,-677.415,-1445.490,63.716,4.781,267,275
14845,2349,0,-819.015,300.974,45.746,4.548,267,288
14846,2349,0,-849.395,276.146,37.148,3.092,267,288
14847,2349,0,-816.585,281.929,40.896,1.358,267,288
14848,721,0,-885.865,-612.692,7.701,1.930,267,271
14849,1933,0,-966.983,-130.301,26.304,1.938,267,267
14850,2356,0,-231.367,150.752,71.962,2.493,267,286
191508,2347,0,-489.536,-1727.080,81.031,5.612,267,275
14852,3458,1,-3896.000,-1638.560,91.792,1.818,17,1701
14853,2405,0,-11.101,-940.193,61.944,1.937,267,272
14854,2405,0,-9.019,-935.933,61.931,3.281,267,272
14855,2371,0,-1249.760,-758.425,-44.554,5.504,267,294
14857,721,0,-868.487,-281.627,40.387,4.793,267,267
14858,2349,0,-288.344,134.765,76.634,1.512,267,286
14859,2356,0,-614.494,-1673.260,61.365,3.595,267,275
14860,2356,0,-1010.290,142.993,57.530,2.385,267,288
14861,2349,0,-956.325,50.088,52.040,5.366,267,288
14862,2356,0,-330.917,202.579,87.449,0.784,267,286
14863,3541,0,-774.517,-505.746,23.711,3.508,267,271
14864,2386,0,-883.759,-454.059,10.683,2.645,267,271
14865,2356,0,-1018.390,-1398.950,56.517,0.451,267,267
14866,2356,0,-999.111,120.493,54.733,5.922,267,288
14867,7071,0,-1220.880,416.147,3.813,4.311,267,896
14868,7068,0,-1267.310,436.379,16.479,0.917,267,896
14870,3458,1,-3948.730,-1750.060,93.837,4.405,17,1701
14871,7068,0,-1232.490,480.700,13.630,5.271,267,896
14872,7068,0,-1240.950,434.424,3.144,1.661,267,896
14873,2356,0,-598.900,-1604.410,61.648,5.119,267,275
14874,7071,0,-1232.390,479.160,13.630,5.672,267,896
14875,7071,0,-1233.450,434.880,3.644,4.485,267,896
14876,7071,0,-1234.140,512.850,14.156,2.723,267,896
14877,2349,0,-979.548,41.646,51.987,1.614,267,288
14878,2349,0,-1046.150,184.351,66.733,4.489,267,288
14879,2375,0,-1178.330,-54.785,-12.677,2.968,267,295
14880,2374,0,-1181.160,217.909,-8.261,1.451,267,295
14881,2374,0,-1230.530,247.405,-9.987,3.555,267,896
14882,2349,0,-311.256,216.687,89.726,6.057,267,286
14883,2386,0,-824.231,-593.458,14.711,5.118,267,271
14884,2349,0,-1017.380,118.039,54.123,0.044,267,288
14885,721,0,-631.237,-360.387,40.654,4.279,267,267
14886,2356,0,-381.533,-1587.100,71.798,0.121,267,275
14887,2350,0,-728.960,486.825,77.676,3.268,267,285
14888,2356,0,-359.228,-1541.890,71.249,0.271,267,275
14889,2349,0,-1008.250,9.309,40.230,3.915,267,288
14890,2356,0,-369.407,-1471.970,67.495,3.729,267,275
14891,2356,0,-362.476,-1499.410,67.794,0.686,267,275
14892,2356,0,-718.576,-1552.330,56.943,4.266,267,275
14893,2371,0,-1345.490,-906.370,-6.113,1.739,267,294
14894,2349,0,-571.402,-1622.240,64.177,0.057,267,275
14895,2350,0,-679.310,-1446.810,63.952,0.814,267,275
14896,620,0,-814.948,-616.612,13.820,1.968,267,271
14897,2370,0,-1440.630,-1027.130,-5.366,4.955,267,294
14898,2356,0,-708.808,-1564.220,57.172,2.452,267,275
14899,3459,1,-3711.150,-1561.380,91.758,5.684,17,1701
14900,3459,1,-3939.660,-1636.050,91.750,3.986,17,1701
14901,3459,1,-3744.180,-1570.580,92.818,4.513,17,1701
14902,3459,1,-3717.410,-1651.580,91.777,1.990,17,1701
14903,3459,1,-3678.710,-1583.290,100.945,1.609,17,1701
14904,3459,1,-3915.800,-1596.640,92.686,2.042,17,1701
14905,3459,1,-3720.540,-1594.820,92.667,2.217,17,1701
14906,3459,1,-3891.160,-1508.880,134.774,1.084,17,1701
14907,3459,1,-3904.110,-1655.460,91.831,0.611,17,1701
14908,3459,1,-3705.280,-1636.060,93.874,4.081,17,1701
14909,3459,1,-3783.310,-1548.290,86.742,5.794,17,1701
14910,3459,1,-3850.070,-1545.630,108.019,2.723,17,1701
14911,3459,1,-3845.510,-1516.390,110.034,6.234,17,1701
14912,3459,1,-3823.380,-1639.760,91.933,5.501,17,1701
14913,3459,1,-3864.050,-1645.220,91.957,5.572,17,1701
14914,3459,1,-3846.840,-1615.920,94.449,5.897,17,1701
14915,3459,1,-3880.210,-1607.940,91.750,6.182,17,1701
14916,6020,1,-1938.550,-3780.980,-4.695,0.270,17,385
14917,6020,1,-919.330,-3856.080,-28.975,2.829,17,392
14918,6020,1,-1616.860,-3993.280,-1.027,1.766,17,391
14919,6020,1,-2094.710,-3844.410,-9.286,3.088,17,385
14920,6020,1,-1980.510,-3817.540,-7.084,1.413,17,385
14921,6020,1,-881.043,-3874.470,-12.258,4.101,17,391
14922,6020,1,-1911.480,-3806.370,-9.397,1.159,17,385
14923,6020,1,-887.954,-3939.100,-38.318,5.420,17,391
14924,6020,1,-918.570,-3917.960,-40.010,1.631,17,391
14925,6020,1,-1573.970,-4011.450,-6.441,0.781,17,391
14926,6020,1,-1786.470,-3890.240,-3.710,1.358,17,391
14927,6020,1,-1643.480,-4014.590,0.330,4.237,17,391
14928,6020,1,-2052.960,-3816.560,-6.501,2.270,17,385
14929,6020,1,-1673.800,-3982.200,-1.581,0.501,17,391
14930,6020,1,-1751.130,-3922.360,-2.499,1.604,17,391
14931,6020,1,-2113.890,-3880.760,-9.327,3.847,17,385
14932,6020,1,-944.337,-4010.750,-56.446,3.927,17,391
14933,6020,1,-920.619,-3977.640,-53.157,1.980,17,391
14934,6020,1,-1709.360,-3958.650,-5.943,5.699,17,391
14935,6020,1,-1247.070,-3950.290,-11.791,6.115,17,391
14936,6020,1,-1074.330,-3844.840,-25.643,0.664,17,392
14937,6020,1,-1116.470,-3820.690,-24.264,5.899,17,391
14938,6020,1,-1480.630,-3977.070,-3.738,4.711,17,391
14939,3461,1,-1012.070,-2048.750,67.429,1.477,17,387
14940,3461,1,-1111.460,-2126.040,78.635,1.787,17,387
14941,3461,1,-1122.400,-2086.230,80.388,0.233,17,387
14942,3461,1,-1013.690,-2087.560,65.232,2.283,17,387
14943,3461,1,-1281.780,-3054.530,83.598,4.889,17,388
14944,3461,1,-1076.840,-2057.310,69.299,3.644,17,387
14945,3461,1,-1082.630,-2150.720,65.400,0.533,17,387
14946,3461,1,-1130.840,-2252.620,80.457,0.464,17,387
14947,3461,1,-1093.220,-2238.890,74.627,5.703,17,387
14948,3461,1,-1085.620,-2117.110,62.604,3.180,17,387
14949,3461,1,-1074.920,-2095.660,60.072,2.048,17,387
14950,3461,1,-1062.420,-2137.310,65.366,5.596,17,387
14951,3461,1,-1105.090,-2214.580,70.844,6.019,17,387
14952,3461,1,-1043.490,-2054.370,63.642,2.640,17,387
14953,3461,1,-1223.930,-3048.360,93.760,4.357,17,388
14954,3461,1,-1091.650,-2184.830,65.979,3.073,17,387
14955,3461,1,-978.042,-2061.380,76.332,5.725,17,387
14956,3461,1,-1024.420,-2011.460,77.568,0.840,17,387
14957,3461,1,-1084.520,-2248.630,78.627,4.024,17,387
14958,3461,1,-1190.590,-3013.130,93.857,1.821,17,388
14959,3461,1,-1053.580,-2116.910,63.410,3.918,17,387
14960,3461,1,-1090.260,-2081.360,62.572,2.262,17,387
14961,3461,1,-1284.340,-3018.710,73.702,2.106,17,388
14962,3461,1,-1052.880,-2203.540,82.321,5.102,17,387
14963,3461,1,-1050.470,-2023.290,66.153,1.313,17,387
14964,3461,1,-1045.780,-2080.940,51.078,6.266,17,387
14965,3461,1,-1254.220,-3011.180,81.368,2.142,17,388
14966,3461,1,-1117.600,-2031.120,85.669,3.400,17,387
14967,3461,1,-1252.160,-3060.850,90.488,5.601,17,388
14968,3461,1,-1240.820,-2950.690,92.365,0.906,17,388
14969,3461,1,-1291.180,-2959.770,90.316,5.655,17,388
14970,3461,1,-1251.330,-2982.910,80.604,3.029,17,388
14971,3461,1,-1220.710,-2984.880,81.814,2.387,17,388
14972,3461,1,-1282.150,-2978.690,81.586,0.964,17,388
14973,3461,1,-1334.190,-3014.490,91.289,0.533,17,388
14974,3461,1,-1316.630,-3044.070,85.250,4.346,17,388
14975,3461,1,-1311.250,-3017.220,84.145,2.356,17,388
14976,8582,1,1246.340,-2253.310,108.372,2.967,17,1703
14977,5766,1,-554.024,-3417.990,91.789,2.163,17,17
14978,5766,1,-641.312,-3525.440,92.273,3.558,17,17
14979,5766,1,-579.545,-3664.540,92.003,1.589,17,17
14980,5766,1,-570.424,-3651.810,92.494,2.030,17,17
14981,5766,1,-580.664,-3631.850,93.292,6.086,17,17
14982,5766,1,-618.937,-3674.690,93.375,2.409,17,17
14983,5766,1,-644.685,-3649.310,94.959,4.285,17,17
14984,5766,1,-621.184,-3630.960,92.404,3.885,17,17
14985,5766,1,-645.130,-3690.170,94.462,4.160,17,17
14986,6791,1,-1050.040,-3664.800,23.968,6.004,17,392
14987,3463,1,-2118.180,-2437.560,92.949,3.501,17,1698
14988,3463,1,-1984.550,-2023.800,92.584,3.010,17,1700
14989,5767,1,-796.800,-2037.080,96.803,2.862,17,17
14990,3463,1,-1621.780,-2042.670,91.899,3.100,17,17
14991,3463,1,-2215.380,-2121.730,92.417,4.933,17,1156
14992,3463,1,-1848.710,-2250.940,94.298,6.232,17,1156
14993,3463,1,-2441.590,-2508.110,95.667,1.797,17,1156
14994,3463,1,-1485.260,-2048.180,83.885,1.610,17,17
14995,3463,1,-1824.940,-1786.470,92.042,3.503,17,1700
14996,3463,1,-1822.530,-2105.590,91.792,2.880,17,1700
14997,3463,1,-1578.750,-2219.470,94.271,4.001,17,17
14998,3463,1,-2077.650,-2712.550,93.218,4.153,17,1698
14999,3463,1,-2176.880,-2380.220,92.947,6.226,17,1156
15000,3463,1,-1682.900,-1969.190,93.622,0.495,17,1700
15001,3463,1,-1500.990,-1715.850,92.730,3.179,17,1700
15002,3463,1,-2172.470,-2292.230,96.388,2.204,17,1156
15003,3463,1,-2195.980,-2447.720,96.702,3.372,17,1698
15004,3463,1,-2217.100,-2049.940,92.768,0.088,17,1156
15005,3463,1,-2087.130,-2314.460,95.389,5.828,17,1156
15006,3463,1,-2230.340,-2659.810,91.792,1.428,17,1698
15007,3463,1,-1760.850,-1851.930,93.430,4.804,17,1700
15008,3463,1,-1482.940,-1828.710,94.742,1.553,17,1700
15009,3463,1,-1591.430,-1954.780,92.787,3.366,17,1700
15010,3463,1,-2252.500,-1883.410,94.063,2.839,17,378
15011,3463,1,-1811.320,-2180.480,93.221,1.802,17,1700
15012,3463,1,-1443.780,-2094.110,86.162,5.645,17,17
15013,3463,1,-1994.870,-1805.370,91.792,2.649,17,1700
15014,3463,1,-1713.390,-2109.570,91.792,5.661,17,17
15015,3463,1,-2149.450,-2782.120,91.792,0.366,17,1698
15016,3463,1,-1517.380,-2013.850,93.792,1.740,17,17
15017,3463,1,-1441.400,-1673.500,91.792,0.469,17,1700
15018,3463,1,-1547.450,-1846.950,93.833,3.547,17,1700
15019,3463,1,-1791.320,-1758.160,94.356,1.540,17,1700
15020,3463,1,-1715.090,-2016.920,92.228,2.261,17,1700
15021,3463,1,-1977.850,-2516.180,95.100,4.321,17,1698
15022,3463,1,-2184.610,-1978.100,91.792,0.015,17,1700
15023,3463,1,-2069.490,-2482.000,92.678,6.177,17,1698
15024,3463,1,-2001.640,-2650.680,92.246,5.831,17,1698
15025,3463,1,-1949.630,-1828.100,92.288,1.541,17,1700
15026,3463,1,-2201.640,-1897.300,91.792,5.691,17,1700
15027,3463,1,-2147.000,-2635.680,94.114,1.369,17,1698
15028,3463,1,-2344.100,-2388.690,92.917,2.636,17,1156
15029,3464,1,-435.952,-2639.210,96.359,3.351,17,380
15030,5768,1,-802.192,-2039.240,96.620,1.798,17,17
15031,3465,1,-2100.960,-3656.170,61.799,0.942,17,385
15032,3466,1,-2920.790,-1940.510,92.128,1.802,17,1156
15033,10378,1,-2384.080,-1880.940,95.934,6.056,17,378
15034,3466,1,-2753.020,-2128.840,94.415,3.627,17,1156
15035,3466,1,-2817.200,-2093.720,95.606,1.850,17,1156
15036,3466,1,-2981.510,-2023.310,93.850,5.314,17,1156
15037,3466,1,-3069.210,-2108.440,92.125,5.880,17,390
15038,3466,1,-2781.980,-2205.490,95.792,0.727,17,1156
15039,3466,1,-2752.790,-1910.430,91.792,3.986,17,1156
15040,3466,1,-3148.130,-2116.100,91.792,3.915,17,390
15041,3466,1,-2504.480,-2442.210,92.120,0.217,17,1156
15042,3466,1,-2486.040,-1782.380,93.292,2.299,17,1156
15043,3466,1,-2715.110,-2154.070,93.542,5.591,17,1156
15044,3466,1,-2950.140,-2089.210,92.097,1.581,17,1156
15045,3466,1,-2762.900,-2236.180,93.042,2.344,17,1156
15046,3466,1,-2446.940,-2433.790,91.961,1.465,17,1156
15047,3466,1,-2536.750,-2256.480,94.444,0.107,17,1156
15048,3466,1,-2282.940,-2312.800,93.958,2.431,17,1156
15049,3466,1,-2620.880,-1921.300,97.257,2.092,17,1156
15050,3466,1,-2659.040,-1944.090,98.942,0.285,17,1156
15051,3466,1,-2621.500,-2118.470,93.966,5.728,17,1156
15052,3466,1,-2681.040,-2101.740,95.488,1.459,17,1156
15053,3466,1,-2555.850,-2309.390,92.275,4.417,17,1156
15054,3466,1,-2632.910,-2273.040,92.189,5.768,17,1156
15055,3466,1,-2598.110,-2325.470,92.412,3.562,17,1156
15056,3466,1,-2321.010,-2348.900,94.863,2.858,17,1156
15057,3466,1,-2508.270,-2219.360,92.036,4.906,17,1156
15058,3466,1,-2452.250,-2322.890,94.681,1.781,17,1156
15059,3466,1,-2612.990,-2062.320,91.792,5.152,17,1156
15060,3466,1,-2382.710,-2288.710,92.080,1.489,17,1156
15061,3466,1,-2531.810,-1887.550,92.911,6.067,17,1156
15062,3466,1,-2538.860,-2042.070,94.167,0.505,17,1156
15063,3466,1,-2391.730,-2257.740,91.930,6.110,17,1156
15064,3466,1,-2548.750,-1882.230,92.792,6.054,17,1156
15065,3466,1,-2579.170,-2087.500,92.667,1.571,17,1156
15066,3467,1,-1571.450,-3883.870,16.213,0.593,17,391
15067,7307,1,1238.850,-2925.310,120.677,4.773,17,17
15068,7307,1,1222.560,-2914.280,120.677,3.789,17,17
15069,7307,1,1219.030,-2928.510,120.677,1.963,17,17
15070,7308,1,1222.230,-2913.420,107.058,0.611,17,17
15071,7308,1,1219.970,-2921.050,107.079,5.980,17,17
15072,10636,1,1044.770,-2133.540,124.249,0.419,17,1599
15073,10636,1,1045.730,-2127.230,124.166,5.655,17,1599
15074,10380,1,-2374.260,-1948.790,96.170,1.047,17,378
15075,7310,1,1227.400,-2920.360,93.295,0.929,17,17
15076,7310,1,1223.830,-2921.810,93.295,1.755,17,17
15077,5774,1,-386.021,-2621.250,95.744,3.805,17,380
15078,5774,1,-381.542,-2625.430,95.743,3.892,17,380
15079,3470,1,317.657,-2236.170,212.109,2.758,17,2138
15080,3471,1,910.296,-2731.760,99.903,3.910,17,17
15081,3472,1,-3849.840,-1749.750,93.975,2.187,17,1701
15082,3473,1,-2515.480,-2383.770,92.190,2.392,17,1156
15083,3474,1,-1852.670,-2181.040,94.425,0.838,17,1700
15084,3986,1,318.999,-2263.800,243.122,4.974,17,384
15085,3476,1,-2025.940,-3814.750,-7.261,3.771,17,385
15086,3477,1,-343.921,-2558.130,97.941,3.299,17,380
15087,3478,1,-340.694,-2575.090,97.670,3.037,17,380
15088,5783,1,-799.152,-2027.680,97.323,3.665,17,17
15089,3479,1,-356.996,-2568.860,95.871,3.351,17,380
15090,5784,1,-809.578,-2035.400,97.234,1.361,17,17
15091,3480,1,-451.129,-2684.290,95.733,1.885,17,380
15092,3481,1,-410.837,-2612.910,95.822,2.356,17,380
15093,3482,1,-416.915,-2614.440,95.762,2.758,17,380
15094,7067,1,1204.110,-2936.040,91.792,2.170,17,17
15095,7067,1,1204.110,-2936.040,91.792,2.289,17,17
15096,3483,1,-350.079,-2566.590,97.441,2.688,17,380
15097,3484,1,-529.430,-2667.070,95.871,3.281,17,380
15098,3485,1,-528.839,-2671.600,95.871,2.531,17,380
15099,3486,1,-539.841,-2672.230,95.871,2.234,17,380
15100,3231,1,894.119,-3787.170,16.616,-0.399,17,815
